SourceElementKey,BlockfaceName,SideOfStreet,ParkingTimeLimitCategory,ParkingSpaceCount,PaidParkingArea,PaidParkingSubArea,PaidParkingRate,ParkingCategory,longitude,latitude
39334,NE 41ST ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,S,120,7,University District,Core,,Paid Parking,122.31499025,47.65679087
54610,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,NE,120,7,First Hill,,,Restricted Parking Zone,122.32340074,47.61256215
81297,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,NW,120,9,Belltown,South,,Paid Parking,122.34051486,47.61280657
36678,EAST GREEN LAKE WAY N BETWEEN 4TH AVE NE AND NE RAVENNA SR BV,SE,120,5,Green Lake,,,Paid Parking,122.32641739,47.67867099
81477,WESTERN AVE BETWEEN PIKE ST AND PINE ST,SW,120,3,Commercial Core,Waterfront,,Paid Parking,122.34164153,47.60878626
35198,REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,S,120,4,South Lake Union,South,,Paid Parking,122.33653521,47.62313632
35881,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,600,15,South Lake Union,North,,Paid Parking,122.34168272,47.62632754
35821,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,NW,120,5,First Hill,,,Paid Parking,122.32882203,47.61081539
76194,8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,NE,120,3,Denny Triangle,South,,Paid Parking,122.33717081,47.61614593
35502,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,SE,120,4,First Hill,,,Restricted Parking Zone,122.3251578,47.61025244
58682,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,SE,240,5,Belltown,North,,Paid Parking,122.34911602,47.61432252
76038,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,NE,120,6,First Hill,,,Paid Parking,122.32922007,47.60718833
10218,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,NE,240,8,Belltown,North,,Paid Parking,122.35179456,47.6142435
79678,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,E,120,4,Chinatown/ID,Core,,Paid Parking,122.32495913,47.59790356
13126,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,S,240,10,Uptown,Edge,,Paid Parking,122.35345092,47.62084642
77610,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,SE,120,4,Commercial Core,Financial,,Paid Parking,122.332118,47.60437894
1017,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,120,9,Belltown,South,,Paid Parking,122.34203467,47.61063188
65818,S MAIN ST BETWEEN MAYNARD AVE S AND 7TH AVE S,S,120,7,Chinatown/ID,Edge,,Paid Parking,122.32439984,47.59994667
58086,SENECA ST BETWEEN BOREN AVE AND MINOR AVE,SE,120,4,First Hill,,,Paid Parking,122.32580847,47.61096366
58685,WALL ST BETWEEN 2ND AVE AND 3RD AVE,NW,240,9,Belltown,North,,Paid Parking,122.34754004,47.61572569
80274,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,E,240,12,Uptown,Edge,,Paid Parking,122.35666155,47.62035414
31494,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,NE,120,8,Belltown,South,,Paid Parking,122.34680045,47.6104002
72330,3RD AVE BETWEEN CEDAR ST AND CLAY ST,NE,240,8,Belltown,North,,Paid Parking,122.34929965,47.61747412
28958,4TH AVE BETWEEN WALL ST AND VINE ST,NE,240,9,Belltown,North,,Paid Parking,122.3465524,47.61701844
69306,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,240,12,University District,Edge,,Paid Parking,122.31643419,47.66220335
81249,VALLEY ST BETWEEN YALE AVE N AND DEAD END,N,120,3,South Lake Union,North,,Paid Parking,122.33052796,47.62602846
34477,MINOR AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,10,First Hill,,,Paid Parking,122.32248356,47.6080066
32054,BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,E,120,19,Capitol Hill,South,,Restricted Parking Zone,122.32437474,47.61582123
34877,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,W,600,9,South Lake Union,South,,Paid Parking,122.33180157,47.62024096
75173,5TH AVE N BETWEEN JOHN ST AND BROAD ST,W,240,3,Uptown Triangle,,,Paid Parking,122.34771286,47.62015028
9109,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,SW,240,3,Ballard,Edge,,Paid Parking,122.3813686,47.66473624
31313,9TH AVE N BETWEEN THOMAS ST AND HARRISON ST,W,120,15,South Lake Union,South,,Paid Parking,122.33986607,47.62144373
49650,3RD AVE BETWEEN LENORA ST AND BLANCHARD ST,NE,120,6,Belltown,South,,Paid Parking,122.3427506,47.61361687
9278,BELL ST BETWEEN WESTERN AVE AND 1ST AVE,SE,120,5,Belltown,South,,Paid Parking,122.34684189,47.61302495
68914,1ST AVE BETWEEN PINE ST AND STEWART ST,NE,120,4,Commercial Core,Retail,,Paid Parking,122.34104628,47.61008545
58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,120,7,Commercial Core,Financial,,Paid Parking,122.32859988,47.60204002
80545,REPUBLICAN ST BETWEEN 8TH AVE N AND 9TH AVE N,N,120,5,South Lake Union,South,,Paid Parking,122.34042507,47.62328513
84689,NE 42ND ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,N,120,5,University District,Core,,Paid Parking,122.31373718,47.65838149
8405,8TH AVE N BETWEEN VALLEY ST AND ALOHA ST,W,600,7,South Lake Union,North,,Paid Parking,122.34114567,47.6266943
32177,BOYLSTON AVE BETWEEN E PINE ST AND E OLIVE ST,W,120,5,Capitol Hill,South,,Restricted Parking Zone,122.32352842,47.61581966
8541,8TH AVE S BETWEEN S KING ST AND S WELLER ST,W,120,3,Chinatown/ID,Edge,,Paid Parking,122.32254732,47.59792287
8618,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,240,2,Denny Triangle,North,,Paid Parking,122.33503151,47.61604516
13313,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,NW,120,3,Denny Triangle,South,,Paid Parking,122.3370847,47.61544257
78118,ELLIOTT AVE BETWEEN WALL ST AND VINE ST,NE,240,7,Belltown,North,,Paid Parking,122.35084742,47.61370194
82654,E ROY ST BETWEEN BROADWAY E  E AND 10TH W AVE E,SE,120,3,Capitol Hill,North,,Paid Parking,122.32051138,47.62518096
52529,5TH AVE BETWEEN WALL ST AND VINE ST,SW,240,9,Belltown,North,,Paid Parking,122.34584433,47.61758347
24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,120,11,Pike-Pine,,,Paid Parking,122.31672341,47.6146861
77993,DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,W,120,9,South Lake Union,North,,Paid Parking,122.34240192,47.63099759
70742,2ND AVE BETWEEN PINE ST AND STEWART ST,NE,120,4,Commercial Core,Retail,,Paid Parking,122.34001021,47.61064553
34890,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,E,120,1,South Lake Union,South,,Paid Parking,122.3316418,47.62451506
1217,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,W,120,9,Pioneer Square,Core,,Paid Parking,122.33428859,47.60047073
43945,S WELLER ST BETWEEN 8TH AVE S AND DEAD END,N,120,2,Chinatown/ID,Edge,,Paid Parking,122.32200565,47.59757628
36310,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,E,120,5,Green Lake,,,Paid Parking,122.32455851,47.67943566
20846,S KING ST BETWEEN 7TH AVE S AND CANTON AL S,S,120,3,Chinatown/ID,Core,,Paid Parking,122.32338342,47.5982855
54741,BROADWAY E BETWEEN E ROY W ST AND E ALOHA ST,W,120,6,Capitol Hill,North,,Paid Parking,122.32141642,47.62597214
58622,VINE ST BETWEEN 2ND AVE AND 3RD AVE,SE,240,3,Belltown,North,,Paid Parking,122.348299,47.61620702
28946,4TH AVE BETWEEN DILLING WAY AND JEFFERSON ST,NE,240,1,Pioneer Square,Edge,,Paid Parking,122.32943221,47.60241664
43193,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,N,120,4,Pioneer Square,Edge,,Paid Parking,122.33111008,47.60010473
9769,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,NW,120,4,Commercial Core,Financial,,Paid Parking,122.33108355,47.60494713
69305,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,W,240,17,University District,Edge,,Paid Parking,122.31659916,47.66220585
48450,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,E,120,9,Ballard,Core,,Paid Parking,122.38462377,47.66817441
56910,MADISON ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,SE,30,6,First Hill,,,Paid Parking,122.32231995,47.61044274
123943,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,NE,120,7,Commercial Core,Retail,,Paid Parking,122.33161264,47.6131628
81694,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,11,South Lake Union,South,,Paid Parking,122.33033703,47.62139895
79042,JOHN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,S,120,7,South Lake Union,South,,Paid Parking,122.32987656,47.61960575
13809,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,N,120,2,Pioneer Square,Edge,,Paid Parking,122.33514626,47.60180513
65801,S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,N,120,9,Pioneer Square,Edge,,Paid Parking,122.33488613,47.60010838
1578,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,E,120,7,12th Avenue,,,Paid Parking,122.31667425,47.60982856
79358,LENORA ST BETWEEN 3RD AVE AND 4TH AVE,SE,120,8,Belltown,South,,Paid Parking,122.34170472,47.61344824
58498,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,SE,120,3,Commercial Core,Retail,,Paid Parking,122.33646207,47.60748915
13170,UNION ST BETWEEN TERRY AVE AND BOREN AVE,SE,120,8,First Hill,,,Restricted Parking Zone,122.32852377,47.61219682
12950,SUMMIT AVE BETWEEN MADISON ST AND SPRING ST,NE,120,9,First Hill,,,Paid Parking,122.3231841,47.61067784
76609,ALASKAN WAY BETWEEN YESLER WAY AND COLUMBIA ST,SW,120,3,Pioneer Square,Edge,,Paid Parking,122.33700071,47.60205184
21766,S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,120,6,Pioneer Square,Edge,,Paid Parking,122.33489646,47.60080786
1213,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,W,120,11,Pioneer Square,Core,,Paid Parking,122.33428548,47.60129336
10153,EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,W,120,10,South Lake Union,South,,Paid Parking,122.32922659,47.6213762
8382,8TH AVE BETWEEN MARION ST AND MADISON ST,NE,120,4,First Hill,,,Paid Parking,122.32806872,47.60759861
80537,REPUBLICAN ST BETWEEN 1ST AVE N AND WARREN AVE N,N,240,6,Uptown,Edge,,Paid Parking,122.35475321,47.62333764
13790,YALE AVE N BETWEEN STEWART ST AND JOHN ST,E,120,4,South Lake Union,South,,Paid Parking,122.3303422,47.61923507
1590,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,E,120,9,Capitol Hill,South,,Paid Parking,122.31676244,47.61586659
120198,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,W,120,49,Westlake Ave N,North,,Restricted Parking Zone,122.3403328,47.6358349
35526,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,SE,120,4,Denny Triangle,South,,Paid Parking,122.33652911,47.61390233
20185,S FERDINAND ST BETWEEN 37TH AVE S AND RAINIER AVE S,N,120,5,Columbia City,,,Paid Parking,122.28559303,47.55791308
76414,9TH AVE BETWEEN MADISON ST AND SPRING ST,NE,120,7,First Hill,,,Paid Parking,122.32761973,47.60882741
39946,NE 70TH ST BETWEEN NE RAVENNA WB BV AND OSWEGO PL NE,S,120,4,Green Lake,,,Paid Parking,122.32417528,47.67906817
55474,ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,S,120,6,Belltown,South,,Paid Parking,122.34575092,47.61135286
55374,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,E,120,9,South Lake Union,South,,Paid Parking,122.34222454,47.620302
24442,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,E,240,5,University District,Edge,,Paid Parking,122.31662703,47.65659997
78041,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,NW,240,9,Belltown,North,,Paid Parking,122.3534781,47.61808068
9469,BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,W,120,10,Capitol Hill,South,,Paid Parking,122.32096913,47.61932425
36814,E JEFFERSON ST BETWEEN 17TH AVE AND 18TH AVE,S,120,5,Cherry Hill,,,Paid Parking,122.30959608,47.60611795
75785,6TH AVE BETWEEN BATTERY ST AND WALL ST,SW,240,7,Denny Triangle,North,,Paid Parking,122.34407494,47.61769677
80658,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,NE,240,15,Ballard,Edge,,Paid Parking,122.38264096,47.66839189
77989,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,W,120,5,South Lake Union,North,,Paid Parking,122.3424091,47.63017123
57350,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,E,120,5,Pioneer Square,Core,,Paid Parking,122.33278201,47.60129281
11674,MARION ST BETWEEN BOREN AVE AND MINOR AVE,SE,120,5,First Hill,,,Paid Parking,122.3238706,47.60883396
81205,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,NW,120,8,First Hill,,,Paid Parking,122.32548222,47.61222854
34501,MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,W,600,7,South Lake Union,South,,Paid Parking,122.33308446,47.62023889
19486,NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,S,240,4,Ballard,Edge,,Paid Parking,122.38092736,47.66859184
81194,UNION ST BETWEEN 6TH AVE AND 7TH AVE,SE,120,6,Commercial Core,Retail,,Paid Parking,122.33297464,47.61031904
31889,BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,NW,240,15,Belltown,North,,Paid Parking,122.34745116,47.61453651
8614,9TH AVE BETWEEN HOWELL ST AND STEWART ST,NE,240,11,Denny Triangle,North,,Paid Parking,122.3337482,47.61529696
120102,EASTLAKE AVE E BETWEEN WARD ST AND PROSPECT ST,W,600,10,South Lake Union,North,,Paid Parking,122.32938631,47.62823632
58445,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,N,120,7,South Lake Union,South,,Paid Parking,122.33913076,47.62094236
35705,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,NW,120,10,First Hill,,,Restricted Parking Zone,122.32181773,47.6048662
35021,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,W,120,7,Columbia City,,,Paid Parking,122.28538146,47.55827383
56246,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,E,120,10,First Hill,,,Restricted Parking Zone,122.32995858,47.6121682
24554,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,E,120,6,12th Avenue,,,Paid Parking,122.31667454,47.60863312
43914,S WASHINGTON ST BETWEEN 6TH AVE S AND DEAD END 1,S,120,7,Chinatown/ID,Edge,,Paid Parking,122.32566813,47.60079834
35849,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,W,120,6,University District,Core,,Paid Parking,122.31317705,47.66400919
31058,8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,120,6,Denny Triangle,South,,Paid Parking,122.33591854,47.61540116
51470,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,120,6,Commercial Core,Financial,,Paid Parking,122.33182648,47.60505018
49657,3RD AVE BETWEEN BATTERY ST AND WALL ST,SW,240,6,Belltown,North,,Paid Parking,122.34662931,47.61569901
28961,4TH AVE BETWEEN CEDAR ST AND CLAY ST,SW,240,6,Belltown,North,,Paid Parking,122.34857311,47.61800903
51489,4TH AVE BETWEEN BLANCHARD ST AND BELL ST,SW,120,9,Belltown,South,,Paid Parking,122.34333423,47.61489405
56350,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,S,600,4,South Lake Union,South,,Paid Parking,122.34299759,47.61964815
54038,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,10,First Hill,,,Restricted Parking Zone,122.32217322,47.60360867
88774,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,120,8,Chinatown/ID,Edge,,Paid Parking,122.32567868,47.59996247
58474,UNION ST BETWEEN 3RD AVE AND 4TH AVE,SE,120,4,Commercial Core,Retail,,Paid Parking,122.33627399,47.60892503
76042,7TH AVE BETWEEN MADISON ST AND SPRING ST,NE,120,5,First Hill,,,Carpool Parking,122.32985799,47.60788056
46410,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,E,120,17,Pioneer Square,Edge,,Paid Parking,122.33405798,47.5973651
12953,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,120,10,First Hill,,,Restricted Parking Zone,122.32463043,47.61203512
9770,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,4,Commercial Core,Financial,,Paid Parking,122.33100429,47.6048449
58409,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,SW,120,10,First Hill,,,Restricted Parking Zone,122.32404909,47.60636065
10281,EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,W,120,2,Fremont,,,Paid Parking,122.35140629,47.65108031
24553,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,W,120,7,12th Avenue,,,Paid Parking,122.31688535,47.60865499
12286,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,240,15,Uptown,Edge,,Paid Parking,122.35663954,47.62267722
2782,2ND AVE BETWEEN WALL ST AND VINE ST,NE,240,10,Belltown,North,,Paid Parking,122.34830052,47.61569634
13510,WESTERN AVE BETWEEN MARION ST AND MADISON ST,NE,120,3,Commercial Core,Waterfront,,Paid Parking,122.33695926,47.60392452
79030,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,120,9,South Lake Union,South,,Restricted Parking Zone,122.33361665,47.61959484
117932,NE BOAT ST BETWEEN NE PACIFIC ST AND NE BOAT WR ST,W,120,4,University District,Core,,Paid Parking,122.31765239,47.653431
80198,PINE ST BETWEEN PIKE PL AND POST AL,SE,120,2,Commercial Core,Waterfront,,Paid Parking,122.34155327,47.6094665
79033,JOHN ST BETWEEN MINOR AVE N AND PONTIUS E AVE N,N,120,9,South Lake Union,South,,Restricted Parking Zone,122.33257278,47.61973707
19485,NW MARKET ST BETWEEN BARNES AVE NW AND TALLMAN AVE NW,N,240,10,Ballard,Edge,,Paid Parking,122.38095916,47.66875638
32026,BELL ST BETWEEN 3RD AVE AND 4TH AVE,SE,120,2,Belltown,South,,Paid Parking,122.34425708,47.61501529
80598,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,E,240,8,Roosevelt,,,Paid Parking,122.31727526,47.67622118
31593,ALOHA ST BETWEEN 8TH AVE N AND 9TH AVE N,N,600,15,South Lake Union,North,,Paid Parking,122.34036244,47.62720712
25705,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,120,14,Belltown,South,,Paid Parking,122.34118282,47.61127593
9277,BELL ST BETWEEN WESTERN AVE AND 1ST AVE,NW,120,6,Belltown,South,,Paid Parking,122.3469578,47.61313523
14674,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,S,120,5,Pike-Pine,,,Paid Parking,122.32394016,47.61403153
55026,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,5,First Hill,,,Restricted Parking Zone,122.32544003,47.60718161
36113,WESTERN AVE BETWEEN WALL ST AND VINE ST,SW,240,7,Belltown,North,,Paid Parking,122.35013221,47.61425874
10870,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,120,5,South Lake Union,South,,Paid Parking,122.34169227,47.62197119
58846,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,E,120,18,Westlake Ave N,North,,Restricted Parking Zone,122.34009418,47.63494837
53422,7TH AVE BETWEEN PINE ST AND OLIVE WAY,NE,120,9,Commercial Core,Retail,,Paid Parking,122.33463505,47.61312767
81454,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,E,240,5,Belltown,North,,Paid Parking,122.3540691,47.6182689
35434,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,5,First Hill,,,Paid Parking,122.32804329,47.610029
55430,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,SE,240,6,Belltown,North,,Paid Parking,122.35419616,47.61731632
13582,WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,E,120,16,Westlake Ave N,North,,Restricted Parking Zone,122.34009971,47.63674704
32129,BOREN AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,W,120,6,South Lake Union,South,,Paid Parking,122.33592998,47.62386321
13045,TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,SW,240,9,Ballard,Edge,,Paid Parking,122.37969237,47.66686786
58222,STEWART ST BETWEEN 7TH AVE AND 8TH AVE,SE,120,4,Denny Triangle,South,,Paid Parking,122.33566247,47.61456869
34481,MINOR AVE BETWEEN SPRING ST AND SENECA ST,SW,120,6,First Hill,,,Restricted Parking Zone,122.32507405,47.61084359
35430,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,SE,120,5,First Hill,,,Paid Parking,122.32918411,47.60954538
13349,WALL ST BETWEEN 3RD AVE AND 4TH AVE,NW,240,9,Belltown,North,,Paid Parking,122.34667276,47.61641418
80597,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,W,240,4,Roosevelt,,,Paid Parking,122.31744955,47.6762023
8001,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,120,10,Denny Triangle,South,,Paid Parking,122.33904518,47.61470705
76201,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,120,7,South Lake Union,South,,Paid Parking,122.34117019,47.62265882
86449,NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,N,240,12,Ballard,Edge,,Paid Parking,122.38614452,47.66951625
24038,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,NE,120,13,Belltown,South,,Paid Parking,122.34580282,47.61306442
1218,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,E,120,9,Pioneer Square,Core,,Paid Parking,122.33407785,47.60046351
31890,BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,SE,240,8,Belltown,North,,Paid Parking,122.34729378,47.61444164
76053,7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,240,6,Denny Triangle,North,,Paid Parking,122.33951498,47.61615546
8002,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,30,3,Denny Triangle,South,,Paid Parking,122.3388561,47.61482832
58194,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,SE,120,7,First Hill,,,Restricted Parking Zone,122.32630418,47.60977296
17614,NE 71ST ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,S,120,4,Green Lake,,,Paid Parking,122.32502484,47.67975706
81105,TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,NW,120,5,First Hill,,,Restricted Parking Zone,122.32270131,47.60449698
13261,VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N,N,600,7,South Lake Union,North,,Paid Parking,122.34289167,47.62631903
32125,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,600,22,South Lake Union,South,,Paid Parking,122.33595638,47.6226007
46246,1ST AVE BETWEEN UNION ST AND PIKE ST,NE,120,7,Commercial Core,Retail,,Paid Parking,122.33948143,47.60837485
75170,5TH AVE BETWEEN BLANCHARD ST AND BELL ST,NE,120,10,Belltown,South,,Paid Parking,122.3423449,47.6157109
70758,2ND AVE BETWEEN CLAY ST AND BROAD ST,NE,240,3,Belltown,North,,Paid Parking,122.3510874,47.61735533
130708,11TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,E,240,10,University District,Edge,,Paid Parking,122.31651306,47.66055091
35886,VALLEY ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,600,6,South Lake Union,North,,Paid Parking,122.33788753,47.62564186
10869,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,600,6,South Lake Union,South,,Paid Parking,122.34169609,47.62213569
8861,ALASKAN E RDWY WAY BETWEEN SENECA ST AND UNIVERSITY ST,SW,240,17,Commercial Core,Waterfront,,Paid Parking,122.33985854,47.60566939
79785,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,120,4,South Lake Union,South,,Restricted Parking Zone,122.33239874,47.62431963
36138,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,E,120,8,Denny Triangle,South,,Paid Parking,122.33780668,47.61585223
76034,7TH AVE BETWEEN JAMES ST AND CHERRY ST,NE,120,6,First Hill,,,Restricted Parking Zone,122.32722382,47.6050118
12886,STEWART ST BETWEEN TERRY AVE AND BOREN AVE,SE,240,6,Denny Triangle,North,,Paid Parking,122.33311921,47.61653071
9145,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,240,4,Belltown,North,,Paid Parking,122.34915928,47.61320772
82014,E HARRISON ST BETWEEN BROADWAY E AND 10TH AVE E,S,120,4,Capitol Hill,North,,Paid Parking,122.32036323,47.62194122
34214,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,SE,120,14,Commercial Core,Financial,,Carpool Parking,122.33341762,47.60580762
9673,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,240,4,Belltown,North,,Paid Parking,122.35196004,47.61487144
76398,9TH AVE BETWEEN E FIR ST AND ALDER ST,NE,120,6,First Hill,,,Restricted Parking Zone,122.32239979,47.60310302
27402,3RD AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,120,2,Pioneer Square,Edge,,Paid Parking,122.33021365,47.59942516
79014,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,4,First Hill,,,Restricted Parking Zone,122.32356438,47.60501562
76058,7TH AVE BETWEEN BELL ST AND DEXTER AVE,NE,240,4,Denny Triangle,North,,Paid Parking,122.34172753,47.61769659
80273,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,W,240,15,Uptown,Edge,,Paid Parking,122.35682373,47.62035603
12873,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,NW,120,2,Commercial Core,Retail,,Paid Parking,122.34092753,47.61070046
1006,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,NE,120,7,Commercial Core,Waterfront,,Paid Parking,122.33514326,47.60367439
78702,HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,120,2,South Lake Union,South,,Paid Parking,122.33776987,47.62196471
79649,MARION ST BETWEEN 2ND AVE AND 3RD AVE,NW,120,6,Commercial Core,Financial,,Carpool Parking,122.33392185,47.60474615
79570,MADISON ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,7,Commercial Core,Financial,,Paid Parking,122.33230366,47.60627351
3337,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,W,240,8,Ballard,Edge,,Paid Parking,122.38482847,47.66717275
81134,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,120,9,South Lake Union,South,,Paid Parking,122.33105113,47.62075019
